user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
1350,5/18/2024,29,26-35,3.7,5.4,2,11.1,Laptop,Mobile Data
1351,2/13/2024,38,36-45,0.8,4.7,2.7,8.2,Mobile,Mobile Data
1352,4/6/2024,43,36-45,3.6,2.5,2.4,8.5,Laptop,Mobile Data
1353,7/9/2024,63,60+,0.3,5.4,0.6,6.3,Tablet,WiFi
1354,7/12/2024,54,46-60,0.6,4.7,3.2,8.5,Laptop,WiFi
1355,12/8/2024,56,46-60,0.5,3,0.6,4.1,Laptop,Mobile Data
1356,1/28/2024,13,13-18,3.7,2.8,0.8,7.3,Mobile,Mobile Data
1357,2/25/2024,46,46-60,2.6,2.2,2.3,7.1,Tablet,WiFi
1358,11/3/2024,75,60+,1.3,1.6,1.2,4.1,Mobile,WiFi
1359,2/29/2024,65,60+,2.6,6,2.9,11.5,Tablet,WiFi
1360,2/28/2024,71,60+,1.9,3,2.7,7.6,Tablet,WiFi
1361,1/7/2024,20,19-25,1.9,3.1,2.5,7.5,Laptop,WiFi
1362,8/19/2024,45,36-45,2.5,6.7,3.4,12.6,Mobile,Mobile Data
1363,5/18/2024,58,46-60,3.7,4.3,0.5,8.5,Laptop,WiFi
1364,9/14/2024,53,46-60,3.8,5,3.2,12,Tablet,Mobile Data
1365,1/19/2024,36,36-45,3.2,2.2,1.6,7,Laptop,Mobile Data
1366,1/4/2024,61,60+,2.1,2.4,1,5.5,Tablet,Mobile Data
1367,11/25/2024,37,36-45,3.2,2.8,2,8,Tablet,Mobile Data
1368,2/2/2024,51,46-60,3.2,3.8,1.5,8.5,Laptop,Mobile Data
1369,8/26/2024,46,46-60,1.1,6.9,2.6,10.6,Tablet,WiFi
1370,5/31/2024,53,46-60,2.8,1.7,2.8,7.3,Laptop,WiFi
1371,2/21/2024,33,26-35,1.9,1.6,0.6,4.1,Laptop,WiFi
1372,3/31/2024,14,13-18,3.3,3.9,1.6,8.8,Mobile,WiFi
1373,1/27/2024,39,36-45,1.8,5.8,1.6,9.2,Mobile,Mobile Data
1374,1/18/2024,29,26-35,1.2,6.7,2.8,10.7,Mobile,Mobile Data
1375,5/10/2024,45,36-45,1.8,3.6,1.8,7.2,Laptop,Mobile Data
1376,5/14/2024,14,13-18,2.7,2.4,1.9,7,Tablet,WiFi
1377,10/11/2024,49,46-60,2.1,3.6,3.2,8.9,Tablet,Mobile Data
1378,8/9/2024,24,19-25,3,6.2,0.8,10,Mobile,WiFi
1379,4/20/2024,35,26-35,2.8,5.6,3.1,11.5,Laptop,Mobile Data
1380,1/19/2024,42,36-45,2.7,5.8,1.3,9.8,Laptop,Mobile Data
1381,4/7/2024,59,46-60,3.1,3.8,1.6,8.5,Tablet,WiFi
1382,9/11/2024,19,19-25,2.8,4.6,3.2,10.6,Mobile,Mobile Data
1383,8/31/2024,43,36-45,1,5.2,3.2,9.4,Tablet,Mobile Data
1384,12/31/2024,45,36-45,2.6,1.6,1.1,5.3,Mobile,WiFi
1385,8/29/2024,24,19-25,3.3,1.2,2.1,6.6,Laptop,Mobile Data
1386,10/8/2024,19,19-25,0.8,6.5,2.4,9.7,Tablet,Mobile Data
1387,3/29/2024,19,19-25,1.2,3,3.3,7.5,Tablet,WiFi
1388,2/26/2024,15,13-18,2.2,6.9,0.9,10,Laptop,Mobile Data
1389,1/18/2024,28,26-35,0.6,5.9,1.5,8,Tablet,WiFi
1390,12/15/2024,28,26-35,0.9,5.3,0.6,6.8,Mobile,Mobile Data
1391,10/21/2024,47,46-60,3.4,4.1,1.7,9.2,Mobile,WiFi
1392,1/12/2024,32,26-35,1.2,2.4,3.2,6.8,Mobile,Mobile Data
1393,5/22/2024,73,60+,0.7,2,1.6,4.3,Tablet,WiFi
1394,10/23/2024,61,60+,0.7,6.8,1.3,8.8,Tablet,Mobile Data
1395,7/20/2024,24,19-25,2.7,6,1.7,10.4,Mobile,Mobile Data
1396,5/14/2024,40,36-45,1.8,2.4,1.1,5.3,Mobile,WiFi
1397,11/14/2024,73,60+,4,2.7,2.1,8.8,Mobile,Mobile Data
1398,11/4/2024,18,13-18,3.4,3.3,2.4,9.1,Tablet,WiFi
1399,1/7/2024,18,13-18,2,4.6,0.8,7.4,Tablet,Mobile Data
1400,2/6/2024,29,26-35,1.6,6.1,1.7,9.4,Mobile,Mobile Data
1401,1/18/2024,53,46-60,2.1,5.8,2.9,10.8,Laptop,Mobile Data
1402,12/1/2024,58,46-60,2.3,3.9,2.7,8.9,Tablet,Mobile Data
1403,11/13/2024,42,36-45,3.2,1.2,3.5,7.9,Mobile,WiFi
1404,7/9/2024,18,13-18,0.5,4.7,2.9,8.1,Laptop,Mobile Data
1405,1/27/2024,40,36-45,3.3,3.2,1.1,7.6,Mobile,WiFi
1406,7/8/2024,22,19-25,2.9,1.7,2.8,7.4,Tablet,Mobile Data
1407,8/25/2024,17,13-18,2,6.7,3,11.7,Tablet,Mobile Data
1408,9/28/2024,51,46-60,0.6,4.7,1.6,6.9,Laptop,Mobile Data
1409,11/23/2024,16,13-18,3.6,3.5,2.9,10,Tablet,Mobile Data
1410,6/29/2024,14,13-18,1.5,6.8,1.3,9.6,Tablet,WiFi
1411,5/26/2024,34,26-35,1.6,6.7,3.4,11.7,Laptop,WiFi
1412,4/2/2024,51,46-60,0.5,3.6,1.5,5.6,Laptop,Mobile Data
1413,8/14/2024,36,36-45,3.3,1.7,1.8,6.8,Laptop,Mobile Data
1414,7/20/2024,45,36-45,3.3,3.5,2.3,9.1,Mobile,WiFi
1415,9/9/2024,57,46-60,2,6.6,0.8,9.4,Tablet,WiFi
1416,11/29/2024,22,19-25,3.6,6.3,3.1,13,Laptop,WiFi
1417,6/19/2024,49,46-60,0.6,6,2.3,8.9,Tablet,Mobile Data
1418,1/28/2024,21,19-25,0.9,1.9,3.1,5.9,Tablet,Mobile Data
1419,8/14/2024,73,60+,0.4,3.9,3.4,7.7,Mobile,WiFi
1420,3/18/2024,16,13-18,0.5,4.3,1.3,6.1,Mobile,Mobile Data
1421,9/11/2024,25,19-25,3.7,1.7,0.5,5.9,Tablet,Mobile Data
1422,6/7/2024,30,26-35,1.9,3,1.5,6.4,Laptop,WiFi
1423,7/4/2024,17,13-18,3.7,4.3,3.3,11.3,Tablet,Mobile Data
1424,2/22/2024,24,19-25,3.2,4.9,2.3,10.4,Laptop,Mobile Data
1425,6/28/2024,30,26-35,0.5,5.5,1.5,7.5,Laptop,Mobile Data
1426,8/7/2024,64,60+,2.8,2.5,3.2,8.5,Tablet,Mobile Data
1427,2/4/2024,41,36-45,3.4,3,2.2,8.6,Laptop,WiFi
1428,10/18/2024,31,26-35,0.2,5.5,0.8,6.5,Laptop,Mobile Data
1429,11/8/2024,21,19-25,0.8,2.7,2.4,5.9,Mobile,WiFi
1430,1/31/2024,73,60+,3.1,5.6,3.4,12.1,Mobile,Mobile Data
1431,3/15/2024,16,13-18,2.8,6.5,0.9,10.2,Tablet,WiFi
1432,4/14/2024,22,19-25,2.2,3,1,6.2,Laptop,Mobile Data
1433,4/28/2024,21,19-25,0.4,1,0.6,2,Tablet,WiFi
1434,7/25/2024,19,19-25,0.6,4.4,1.5,6.5,Mobile,WiFi
1435,2/2/2024,32,26-35,0.6,5,1.5,7.1,Laptop,WiFi
1436,9/28/2024,62,60+,2.9,3.1,2.3,8.3,Laptop,Mobile Data
1437,11/27/2024,35,26-35,2.7,6.8,3.4,12.9,Laptop,WiFi
1438,2/16/2024,59,46-60,2.3,5.6,1.3,9.2,Tablet,WiFi
1439,12/16/2024,21,19-25,0.3,5.4,2.4,8.1,Tablet,WiFi
1440,10/4/2024,37,36-45,4,3.6,3.4,11,Mobile,Mobile Data
1441,2/6/2024,17,13-18,0.2,4.3,1.6,6.1,Laptop,Mobile Data
1442,1/29/2024,38,36-45,1.7,6.4,3.2,11.3,Laptop,Mobile Data
1443,10/27/2024,51,46-60,1.6,2.6,0.7,4.9,Mobile,WiFi
1444,6/18/2024,34,26-35,2.7,5.7,2.9,11.3,Tablet,Mobile Data
1445,6/3/2024,31,26-35,0.8,4.8,1.8,7.4,Tablet,WiFi
1446,2/28/2024,31,26-35,2.8,2.5,2.9,8.2,Laptop,WiFi
1447,2/24/2024,25,19-25,3.3,1.9,3.3,8.5,Mobile,Mobile Data
1448,6/28/2024,19,19-25,1.3,3,1.9,6.2,Mobile,Mobile Data
1449,2/10/2024,30,26-35,1.2,3.1,0.8,5.1,Tablet,WiFi
1450,12/28/2024,71,60+,2.6,2.7,3.2,8.5,Tablet,Mobile Data
1451,1/28/2024,32,26-35,0.4,1.3,3.2,4.9,Mobile,Mobile Data
1452,2/19/2024,67,60+,0.5,4,1.9,6.4,Laptop,WiFi
1453,3/16/2024,21,19-25,3.4,3.7,2.2,9.3,Mobile,WiFi
1454,6/26/2024,17,13-18,3.6,5.1,2.8,11.5,Laptop,Mobile Data
1455,10/9/2024,50,46-60,1.5,4,1.7,7.2,Laptop,Mobile Data
1456,7/27/2024,42,36-45,2,1.4,0.5,3.9,Tablet,Mobile Data
1457,4/19/2024,21,19-25,1.8,1.8,1.6,5.2,Tablet,WiFi
1458,7/9/2024,70,60+,2.4,5.5,1.4,9.3,Laptop,Mobile Data
1459,12/1/2024,57,46-60,2.5,5.5,1.8,9.8,Laptop,WiFi
1460,9/4/2024,31,26-35,0.3,1.6,2.7,4.6,Tablet,WiFi
1461,12/10/2024,24,19-25,0.6,1.1,0.9,2.6,Laptop,WiFi
1462,7/15/2024,24,19-25,1.2,2.4,2.6,6.2,Mobile,WiFi
1463,1/27/2024,16,13-18,2.7,2.9,2,7.6,Tablet,WiFi
1464,12/22/2024,53,46-60,0.6,5.8,0.6,7,Tablet,WiFi
1465,6/14/2024,52,46-60,3.2,2.2,0.7,6.1,Tablet,WiFi
1466,5/9/2024,32,26-35,3.5,6.1,3.4,13,Mobile,WiFi
1467,1/23/2024,37,36-45,3.6,6.2,2.4,12.2,Tablet,WiFi
1468,11/15/2024,65,60+,1.3,5.6,3.4,10.3,Tablet,WiFi
1469,3/31/2024,32,26-35,3.6,5.7,2.8,12.1,Mobile,Mobile Data
1470,6/25/2024,47,46-60,3,5,2.3,10.3,Laptop,WiFi
1471,10/28/2024,69,60+,1.3,2.1,3,6.4,Mobile,Mobile Data
1472,5/27/2024,22,19-25,2,3.2,1,6.2,Laptop,Mobile Data
1473,1/21/2024,14,13-18,3.9,6.7,0.8,11.4,Mobile,Mobile Data
1474,9/22/2024,23,19-25,0.8,6.4,1.7,8.9,Tablet,WiFi
1475,7/25/2024,29,26-35,1.1,5.5,2.5,9.1,Laptop,WiFi
1476,2/6/2024,29,26-35,2.8,4.5,3.1,10.4,Laptop,WiFi
1477,7/20/2024,29,26-35,1.7,5.6,2.1,9.4,Laptop,WiFi
1478,8/22/2024,53,46-60,0.6,2,2.4,5,Tablet,Mobile Data
1479,4/6/2024,44,36-45,2.6,2.7,1.6,6.9,Laptop,WiFi
1480,11/27/2024,40,36-45,1.7,4,1.9,7.6,Tablet,Mobile Data
1481,3/4/2024,71,60+,1.3,3.1,0.6,5,Tablet,WiFi
1482,5/25/2024,64,60+,3.9,5.1,3.2,12.2,Mobile,Mobile Data
1483,7/7/2024,35,26-35,2.6,1,2.5,6.1,Mobile,Mobile Data
1484,9/4/2024,33,26-35,0.4,1.8,1.4,3.6,Tablet,Mobile Data
1485,8/2/2024,53,46-60,0.4,5,2.6,8,Tablet,WiFi
1486,4/30/2024,63,60+,2.3,1.9,3,7.2,Tablet,WiFi
1487,7/6/2024,38,36-45,3.3,2.3,3.2,8.8,Tablet,WiFi
1488,6/18/2024,36,36-45,3.5,2.4,1.7,7.6,Mobile,WiFi
1489,2/21/2024,24,19-25,1.9,1.4,1.7,5,Mobile,WiFi
1490,4/24/2024,31,26-35,2,6.8,1.1,9.9,Tablet,WiFi
1491,1/11/2024,58,46-60,0.6,1.4,2.9,4.9,Mobile,Mobile Data
1492,5/3/2024,49,46-60,3.9,1.7,1.9,7.5,Laptop,WiFi
1493,5/10/2024,35,26-35,0.6,4.8,0.8,6.2,Mobile,Mobile Data
1494,11/25/2024,39,36-45,3.4,5.4,1.7,10.5,Tablet,WiFi
1495,12/9/2024,72,60+,3.1,3.3,1.3,7.7,Mobile,WiFi
1496,5/14/2024,38,36-45,3.2,5.8,0.9,9.9,Laptop,WiFi
1497,2/4/2024,24,19-25,2.4,2.4,3.2,8,Laptop,Mobile Data
1498,4/4/2024,13,13-18,0.6,2.2,1.6,4.4,Laptop,Mobile Data
1499,11/3/2024,23,19-25,2,6.7,2.9,11.6,Mobile,WiFi
1500,6/29/2024,68,60+,0.3,3.8,2.5,6.6,Mobile,WiFi
1501,7/5/2024,53,46-60,0.7,5.8,2.8,9.3,Laptop,Mobile Data
1502,4/16/2024,27,26-35,1.9,6.7,1.3,9.9,Mobile,WiFi
1503,10/26/2024,15,13-18,2.1,5.6,2.4,10.1,Tablet,Mobile Data
1504,10/18/2024,36,36-45,0.5,3.9,2.2,6.6,Mobile,WiFi
1505,2/22/2024,31,26-35,2.6,3.8,1.3,7.7,Tablet,Mobile Data
1506,1/7/2024,39,36-45,3.4,5.4,0.5,9.3,Mobile,WiFi
1507,12/20/2024,19,19-25,1.9,5.9,1.3,9.1,Laptop,Mobile Data
1508,1/25/2024,25,19-25,1.9,3.1,3.1,8.1,Mobile,Mobile Data
1509,3/1/2024,16,13-18,0.9,6.7,1.7,9.3,Laptop,WiFi
1510,9/17/2024,40,36-45,2.3,5.6,2.3,10.2,Tablet,Mobile Data
1511,11/30/2024,51,46-60,2.8,5,3.4,11.2,Laptop,WiFi
1512,8/1/2024,26,26-35,3.8,2,2,7.8,Tablet,WiFi
1513,11/10/2024,15,13-18,3.6,2.6,1.9,8.1,Mobile,Mobile Data
1514,6/22/2024,28,26-35,2.9,3.1,1.2,7.2,Laptop,Mobile Data
1515,1/21/2024,69,60+,2.4,1.4,2.4,6.2,Mobile,Mobile Data
1516,11/28/2024,21,19-25,3.7,3.8,0.6,8.1,Tablet,Mobile Data
1517,5/22/2024,19,19-25,3.1,1.4,2.2,6.7,Mobile,WiFi
1518,11/16/2024,41,36-45,2.8,3.2,1.6,7.6,Mobile,WiFi
1519,9/11/2024,55,46-60,3.3,3.3,0.7,7.3,Mobile,Mobile Data
1520,1/5/2024,68,60+,3.4,4.1,3,10.5,Tablet,Mobile Data
1521,1/8/2024,31,26-35,2.9,2.3,3.4,8.6,Tablet,WiFi
1522,8/8/2024,24,19-25,1.2,3.7,2.8,7.7,Laptop,WiFi
1523,4/3/2024,42,36-45,1.1,5.7,1.5,8.3,Laptop,WiFi
1524,7/7/2024,39,36-45,0.5,5.1,2.3,7.9,Laptop,WiFi
1525,2/24/2024,50,46-60,3.5,5.9,1.2,10.6,Mobile,WiFi
1526,8/21/2024,27,26-35,3.1,5.5,2.2,10.8,Tablet,Mobile Data
1527,8/16/2024,33,26-35,3.2,3,1.6,7.8,Mobile,Mobile Data
1528,8/12/2024,44,36-45,2.6,5.9,1.8,10.3,Tablet,WiFi
1529,1/7/2024,40,36-45,3,5.4,2.5,10.9,Tablet,WiFi
1530,5/25/2024,19,19-25,1.6,1.2,3.4,6.2,Mobile,Mobile Data
1531,8/13/2024,47,46-60,0.3,3.9,2,6.2,Laptop,WiFi
1532,6/5/2024,74,60+,2.4,1.8,0.5,4.7,Mobile,Mobile Data
1533,10/22/2024,39,36-45,2.3,4.5,1.7,8.5,Mobile,WiFi
1534,10/28/2024,55,46-60,0.6,2.6,0.7,3.9,Laptop,Mobile Data
1535,12/14/2024,54,46-60,2.9,3.2,3.2,9.3,Tablet,Mobile Data
1536,2/3/2024,56,46-60,1.9,3.2,1.9,7,Tablet,Mobile Data
1537,11/8/2024,74,60+,1.2,2.6,2,5.8,Mobile,Mobile Data
1538,12/16/2024,55,46-60,2.5,4.3,1.7,8.5,Mobile,WiFi
1539,11/21/2024,19,19-25,0.9,5.6,2.4,8.9,Laptop,WiFi
1540,6/6/2024,23,19-25,1.7,1.9,1.1,4.7,Mobile,Mobile Data
1541,7/4/2024,31,26-35,3.2,5.5,1.8,10.5,Mobile,Mobile Data
1542,6/29/2024,21,19-25,1.6,3.6,2.2,7.4,Mobile,WiFi
1543,10/24/2024,27,26-35,0.2,2.8,0.8,3.8,Mobile,WiFi
1544,8/29/2024,23,19-25,4,6,1.2,11.2,Laptop,Mobile Data
1545,10/25/2024,43,36-45,2.5,5.6,3.2,11.3,Laptop,Mobile Data
1546,6/14/2024,29,26-35,2.8,5.2,2,10,Laptop,WiFi
1547,8/27/2024,18,13-18,2.5,1.8,1.2,5.5,Laptop,Mobile Data
1548,7/24/2024,26,26-35,0.4,1.6,0.9,2.9,Tablet,WiFi
1549,11/5/2024,42,36-45,0.6,2.6,2.4,5.6,Laptop,Mobile Data
1550,5/25/2024,55,46-60,3.9,1.1,3,8,Tablet,Mobile Data
1551,4/8/2024,21,19-25,1,6.9,2.4,10.3,Laptop,Mobile Data
1552,12/20/2024,20,19-25,0.5,1.8,2.5,4.8,Tablet,Mobile Data
1553,7/5/2024,29,26-35,0.8,3.8,1.1,5.7,Mobile,Mobile Data
1554,3/9/2024,19,19-25,1.6,5.1,2.8,9.5,Mobile,Mobile Data
1555,6/10/2024,48,46-60,2,4.9,2,8.9,Mobile,Mobile Data
1556,1/4/2024,29,26-35,3.3,4.8,1,9.1,Laptop,Mobile Data
1557,5/9/2024,34,26-35,1.8,3.2,3.4,8.4,Mobile,WiFi
1558,7/27/2024,25,19-25,1,6.3,2.3,9.6,Mobile,WiFi
1559,6/29/2024,47,46-60,1.3,5.2,2.6,9.1,Laptop,WiFi
1560,8/19/2024,19,19-25,3.5,2,0.7,6.2,Laptop,WiFi
1561,6/2/2024,21,19-25,2.3,3.1,1.3,6.7,Mobile,WiFi
1562,12/28/2024,57,46-60,1.5,2.7,1.4,5.6,Mobile,WiFi
1563,3/30/2024,15,13-18,1.9,4,0.7,6.6,Laptop,Mobile Data
1564,2/24/2024,69,60+,3.6,1.1,0.8,5.5,Laptop,Mobile Data
1565,2/19/2024,32,26-35,0.5,3.1,3.1,6.7,Mobile,WiFi
1566,11/25/2024,18,13-18,2.3,6.4,2.6,11.3,Tablet,Mobile Data
1567,6/15/2024,64,60+,3,2,1.3,6.3,Laptop,Mobile Data
1568,1/6/2024,66,60+,0.9,5.6,1.4,7.9,Tablet,WiFi
1569,3/26/2024,52,46-60,0.3,6.2,1.8,8.3,Laptop,Mobile Data
1570,8/14/2024,13,13-18,3.4,4.7,2,10.1,Tablet,WiFi
1571,1/19/2024,18,13-18,3.5,4.8,2.4,10.7,Tablet,Mobile Data
1572,9/5/2024,57,46-60,3.4,5.5,3.3,12.2,Mobile,Mobile Data
1573,5/10/2024,21,19-25,1.3,2.3,1.1,4.7,Mobile,Mobile Data
1574,12/15/2024,20,19-25,0.3,4.7,1.5,6.5,Mobile,Mobile Data
1575,12/6/2024,39,36-45,3.1,5.8,0.8,9.7,Tablet,WiFi
1576,1/26/2024,37,36-45,2.9,6,0.7,9.6,Laptop,WiFi
1577,9/14/2024,57,46-60,0.4,3.3,2.3,6,Tablet,WiFi
1578,4/28/2024,53,46-60,0.9,3.3,3,7.2,Tablet,Mobile Data
1579,6/12/2024,44,36-45,1.1,4.9,2.5,8.5,Tablet,Mobile Data
1580,1/17/2024,64,60+,3.1,4.7,1.3,9.1,Laptop,Mobile Data
1581,12/10/2024,14,13-18,0.9,5.3,0.5,6.7,Tablet,Mobile Data
1582,8/16/2024,69,60+,2.9,2.3,1.1,6.3,Mobile,Mobile Data
1583,12/27/2024,24,19-25,0.8,2,2.5,5.3,Mobile,Mobile Data
1584,5/19/2024,28,26-35,1.3,1.2,2.3,4.8,Mobile,Mobile Data
1585,1/24/2024,17,13-18,2.8,6.9,0.6,10.3,Laptop,WiFi
1586,3/9/2024,40,36-45,2.1,6.5,2.9,11.5,Mobile,WiFi
1587,7/19/2024,68,60+,1.8,6.9,2.3,11,Mobile,Mobile Data
1588,6/9/2024,26,26-35,2.2,4.1,1,7.3,Mobile,Mobile Data
1589,1/26/2024,15,13-18,2.7,1.8,3.1,7.6,Tablet,Mobile Data
1590,11/2/2024,27,26-35,3.2,3.2,2.4,8.8,Laptop,WiFi
1591,4/13/2024,19,19-25,1,6.9,2.3,10.2,Laptop,WiFi
1592,2/13/2024,15,13-18,0.7,1.2,1.2,3.1,Tablet,Mobile Data
1593,5/19/2024,53,46-60,3.8,3.5,2,9.3,Mobile,WiFi
1594,11/16/2024,20,19-25,0.9,6,3.3,10.2,Laptop,WiFi
1595,3/9/2024,24,19-25,3.9,1.4,2.2,7.5,Tablet,WiFi
1596,1/24/2024,21,19-25,0.6,6.8,0.5,7.9,Laptop,Mobile Data
1597,8/5/2024,25,19-25,2,2.9,2.2,7.1,Tablet,Mobile Data
1598,8/21/2024,68,60+,1.2,2.3,1.5,5,Mobile,WiFi
1599,8/10/2024,18,13-18,1,6.7,0.8,8.5,Laptop,Mobile Data
1600,6/17/2024,21,19-25,3.5,6.4,0.8,10.7,Tablet,Mobile Data
1601,1/16/2024,42,36-45,0.7,1.9,2.3,4.9,Mobile,WiFi
1602,11/14/2024,20,19-25,3.6,5,2.6,11.2,Tablet,Mobile Data
1603,11/8/2024,52,46-60,1.5,6.5,1.6,9.6,Laptop,WiFi
1604,3/31/2024,41,36-45,3.5,2.8,2.2,8.5,Tablet,Mobile Data
1605,11/7/2024,67,60+,4,2.4,0.9,7.3,Tablet,WiFi
1606,7/17/2024,23,19-25,3.7,5.8,0.7,10.2,Tablet,Mobile Data
1607,5/8/2024,20,19-25,3,3.1,1.3,7.4,Tablet,WiFi
1608,5/10/2024,29,26-35,0.8,6.4,3.4,10.6,Tablet,Mobile Data
1609,10/9/2024,20,19-25,2.6,1.3,1.8,5.7,Tablet,Mobile Data
1610,3/22/2024,32,26-35,2.6,6.1,2.5,11.2,Laptop,WiFi
1611,12/19/2024,20,19-25,3.5,4.1,2.2,9.8,Tablet,WiFi
1612,10/14/2024,14,13-18,2.9,6.8,2.1,11.8,Laptop,Mobile Data
1613,12/27/2024,23,19-25,0.8,4.4,0.9,6.1,Tablet,WiFi
1614,4/11/2024,22,19-25,2,5.9,1.6,9.5,Mobile,WiFi
1615,1/31/2024,44,36-45,0.2,1.5,3.1,4.8,Tablet,Mobile Data
1616,9/18/2024,37,36-45,3.8,6.6,2,12.4,Tablet,WiFi
1617,8/11/2024,53,46-60,0.2,5.3,0.7,6.2,Laptop,WiFi
1618,3/6/2024,18,13-18,0.7,6.1,3.2,10,Laptop,WiFi
1619,6/10/2024,24,19-25,1.6,3.8,1.2,6.6,Tablet,WiFi
1620,9/4/2024,38,36-45,1,6,3.4,10.4,Laptop,WiFi
1621,9/26/2024,21,19-25,0.7,2.5,0.9,4.1,Laptop,WiFi
1622,2/26/2024,50,46-60,2.5,4.3,3.5,10.3,Tablet,WiFi
1623,11/9/2024,16,13-18,0.7,3.8,2.2,6.7,Mobile,WiFi
1624,2/22/2024,64,60+,2.3,4.4,1.6,8.3,Tablet,WiFi
1625,9/26/2024,63,60+,3.9,6.9,3.2,14,Mobile,WiFi
1626,10/17/2024,26,26-35,0.4,4.2,0.9,5.5,Mobile,WiFi
1627,3/14/2024,38,36-45,2.1,6.3,3.2,11.6,Tablet,Mobile Data
1628,8/18/2024,13,13-18,3,3.9,2.1,9,Tablet,WiFi
1629,6/27/2024,71,60+,1.9,1.2,2.4,5.5,Laptop,Mobile Data
1630,4/9/2024,16,13-18,3.5,1.8,2.1,7.4,Tablet,Mobile Data
1631,1/12/2024,39,36-45,3.1,1.7,2.2,7,Mobile,WiFi
1632,12/31/2024,42,36-45,3,4.6,1.1,8.7,Tablet,Mobile Data
1633,7/3/2024,75,60+,3.9,2.7,1.6,8.2,Mobile,Mobile Data
1634,4/27/2024,37,36-45,1.6,4.5,1.4,7.5,Mobile,Mobile Data
1635,7/18/2024,28,26-35,0.7,5.9,1.2,7.8,Laptop,WiFi
1636,10/8/2024,68,60+,1,6.4,0.8,8.2,Tablet,WiFi
1637,4/7/2024,33,26-35,3,5.3,1.2,9.5,Laptop,WiFi
1638,5/5/2024,17,13-18,2,6.8,3.1,11.9,Laptop,WiFi
1639,7/22/2024,43,36-45,1.7,6.2,2.7,10.6,Laptop,Mobile Data
1640,8/18/2024,56,46-60,1.5,2.4,1,4.9,Mobile,Mobile Data
1641,11/12/2024,21,19-25,3.1,6,2.9,12,Mobile,WiFi
1642,11/22/2024,15,13-18,2.2,6.7,3.1,12,Mobile,Mobile Data
1643,4/30/2024,65,60+,2.7,5.1,0.8,8.6,Tablet,Mobile Data
1644,9/29/2024,42,36-45,0.8,5.3,0.7,6.8,Laptop,WiFi
1645,1/24/2024,51,46-60,2.8,1.8,1.6,6.2,Laptop,Mobile Data
1646,7/20/2024,21,19-25,3.8,5.1,1,9.9,Mobile,WiFi
1647,11/22/2024,14,13-18,4,3.3,1.4,8.7,Tablet,Mobile Data
1648,8/19/2024,13,13-18,1.9,4.1,2.3,8.3,Laptop,WiFi
1649,9/14/2024,31,26-35,1.5,6.6,2.7,10.8,Mobile,Mobile Data
1650,4/22/2024,14,13-18,2,7,2.3,11.3,Mobile,Mobile Data
1651,1/19/2024,37,36-45,3.1,5.2,3.4,11.7,Mobile,Mobile Data
1652,1/20/2024,16,13-18,2.6,6.2,2,10.8,Mobile,Mobile Data
1653,11/10/2024,23,19-25,0.9,3.3,3.4,7.6,Tablet,Mobile Data
1654,7/19/2024,26,26-35,3.2,5,3.4,11.6,Tablet,WiFi
1655,2/14/2024,22,19-25,3.4,4.8,2.7,10.9,Tablet,WiFi
1656,10/9/2024,44,36-45,3.3,5.3,1.6,10.2,Tablet,WiFi
1657,6/8/2024,39,36-45,3.4,3.6,0.7,7.7,Tablet,Mobile Data
1658,7/16/2024,23,19-25,3.4,1.1,2.1,6.6,Laptop,Mobile Data
1659,5/18/2024,52,46-60,0.3,6.6,3.1,10,Mobile,Mobile Data
1660,4/22/2024,66,60+,0.8,1.2,1.5,3.5,Mobile,Mobile Data
1661,4/14/2024,24,19-25,2.1,2.4,1.1,5.6,Laptop,Mobile Data
1662,3/8/2024,25,19-25,1.3,3.5,2,6.8,Laptop,WiFi
1663,11/3/2024,19,19-25,1.7,1.8,2.3,5.8,Mobile,Mobile Data
1664,10/30/2024,19,19-25,2.6,3.6,3.1,9.3,Mobile,Mobile Data
1665,7/2/2024,19,19-25,0.6,4.3,0.8,5.7,Tablet,Mobile Data
1666,8/31/2024,73,60+,2.6,6.1,2.9,11.6,Laptop,WiFi
1667,4/21/2024,60,46-60,2.4,6.1,1.2,9.7,Tablet,Mobile Data
1668,5/10/2024,23,19-25,2.3,1.3,2.2,5.8,Tablet,WiFi
1669,12/31/2024,14,13-18,3.1,1.2,2.3,6.6,Tablet,WiFi
1670,8/15/2024,28,26-35,2.4,6.7,1.7,10.8,Laptop,WiFi
1671,2/1/2024,51,46-60,3,4.4,2.4,9.8,Mobile,Mobile Data
1672,2/12/2024,69,60+,2.2,1.2,2.8,6.2,Tablet,Mobile Data
1673,12/30/2024,31,26-35,0.9,5,0.9,6.8,Laptop,Mobile Data
1674,10/21/2024,23,19-25,3,2.9,1.3,7.2,Laptop,Mobile Data
1675,3/21/2024,27,26-35,0.5,5.9,2.2,8.6,Mobile,WiFi
1676,7/29/2024,63,60+,2.8,1.6,2.7,7.1,Tablet,Mobile Data
1677,9/26/2024,60,46-60,1.5,2.7,3.1,7.3,Tablet,Mobile Data
1678,8/1/2024,18,13-18,2.5,5.5,3.1,11.1,Laptop,WiFi
1679,2/14/2024,22,19-25,1.8,4.8,3.4,10,Mobile,Mobile Data
1680,3/24/2024,13,13-18,1.8,6.6,2.1,10.5,Mobile,Mobile Data
